species,genus,lon,lat
Juniperus_communis_var_communis,Juniperus,30.38333333,50.31666667
Juniperus_communis_var_communis,Juniperus,29.833334,60.166667
Juniperus_communis_var_communis,Juniperus,29.41666667,57.08333333
Juniperus_communis_var_communis,Juniperus,29.31666667,51.86666667
Juniperus_communis_var_communis,Juniperus,29.133972,66.185778
Juniperus_communis_var_communis,Juniperus,29.08333333,50.58333333
Juniperus_communis_var_communis,Juniperus,28.43333333,57.88333333
Juniperus_communis_var_communis,Juniperus,28.16666667,53.53333333
Juniperus_communis_var_communis,Juniperus,27.46666667,52.73333333
Juniperus_communis_var_communis,Juniperus,27.01666667,49.41666667
Juniperus_communis_var_communis,Juniperus,26.91666667,48.58333333
Juniperus_communis_var_communis,Juniperus,26.71666667,58.38333333
Juniperus_communis_var_communis,Juniperus,26.35,59.35
Juniperus_communis_var_communis,Juniperus,26.35,46.31666667
Juniperus_communis_var_communis,Juniperus,26.33333333,48.73333333
Juniperus_communis_var_communis,Juniperus,26.18333333,45.85
Juniperus_communis_var_communis,Juniperus,25.949536,56.683227
Juniperus_communis_var_communis,Juniperus,25.83333333,50.23333333
Juniperus_communis_var_communis,Juniperus,25.75,53.666667
Juniperus_communis_var_communis,Juniperus,25.75,48.66666667
Juniperus_communis_var_communis,Juniperus,25.25,54.28333333
Juniperus_communis_var_communis,Juniperus,25.13333333,47.91666667
Juniperus_communis_var_communis,Juniperus,24.68333333,41.65
Juniperus_communis_var_communis,Juniperus,24.63333333,48.05
Juniperus_communis_var_communis,Juniperus,24.61666667,51.15
Juniperus_communis_var_communis,Juniperus,24.41666667,57.26666667
Juniperus_communis_var_communis,Juniperus,24.41666667,48.56666667
Juniperus_communis_var_communis,Juniperus,24.33333333,50.85
Juniperus_communis_var_communis,Juniperus,24.08333333,61.16666667
Juniperus_communis_var_communis,Juniperus,24.08333333,41.31666667
Juniperus_communis_var_communis,Juniperus,24.083333,41.25
Juniperus_communis_var_communis,Juniperus,23.91666667,52.85
Juniperus_communis_var_communis,Juniperus,23.73333333,44.98333333
Juniperus_communis_var_communis,Juniperus,23.63333333,48.48333333
Juniperus_communis_var_communis,Juniperus,23.580556,58.69
Juniperus_communis_var_communis,Juniperus,23.38333333,52.51666667
Juniperus_communis_var_communis,Juniperus,23.25,42.55
Juniperus_communis_var_communis,Juniperus,23.03333333,49.45
Juniperus_communis_var_communis,Juniperus,22.616667,38.533333
Juniperus_communis_var_communis,Juniperus,22.35,40.08333333
Juniperus_communis_var_communis,Juniperus,22.13333333,55.01666667
Juniperus_communis_var_communis,Juniperus,21.85,55.91666667
Juniperus_communis_var_communis,Juniperus,21.61666667,41.43333333
Juniperus_communis_var_communis,Juniperus,21.25,40.783333
Juniperus_communis_var_communis,Juniperus,20.78333333,60.26666667
Juniperus_communis_var_communis,Juniperus,20.55,42.516667
Juniperus_communis_var_communis,Juniperus,20.25,49.41666667
Juniperus_communis_var_communis,Juniperus,19.96666667,60.05
Juniperus_communis_var_communis,Juniperus,19.96342,66.7872
Juniperus_communis_var_communis,Juniperus,19.56666667,50.56666667
Juniperus_communis_var_communis,Juniperus,19.25906,65.6829
Juniperus_communis_var_communis,Juniperus,19.17559,65.54921
Juniperus_communis_var_communis,Juniperus,19.025333,63.187883
Juniperus_communis_var_communis,Juniperus,18.98333333,47.78333333
Juniperus_communis_var_communis,Juniperus,18.63674,57.84093
Juniperus_communis_var_communis,Juniperus,18.58668,65.75223
Juniperus_communis_var_communis,Juniperus,18.38333333,43.88333333
Juniperus_communis_var_communis,Juniperus,18.26666667,57.05
Juniperus_communis_var_communis,Juniperus,17.941861,59.217083
Juniperus_communis_var_communis,Juniperus,17.807389,59.100111
Juniperus_communis_var_communis,Juniperus,17.63333333,59.73333333
Juniperus_communis_var_communis,Juniperus,17.54119,66.05919
Juniperus_communis_var_communis,Juniperus,17.416667,60.633333
Juniperus_communis_var_communis,Juniperus,17.351633,62.161983
Juniperus_communis_var_communis,Juniperus,17.03912,58.52645
Juniperus_communis_var_communis,Juniperus,17.016194,59.484861
Juniperus_communis_var_communis,Juniperus,16.78333333,46.45
Juniperus_communis_var_communis,Juniperus,16.64758,56.62227
Juniperus_communis_var_communis,Juniperus,16.55666,67.971506
Juniperus_communis_var_communis,Juniperus,16.50731,56.53121
Juniperus_communis_var_communis,Juniperus,16.49719,58.65744
Juniperus_communis_var_communis,Juniperus,16.47215,56.429
Juniperus_communis_var_communis,Juniperus,16.45,57.08333333
Juniperus_communis_var_communis,Juniperus,16.4487,58.3335
Juniperus_communis_var_communis,Juniperus,16.445167,60.964333
Juniperus_communis_var_communis,Juniperus,16.39133,58.66317
Juniperus_communis_var_communis,Juniperus,16.34895,58.62553
Juniperus_communis_var_communis,Juniperus,16.318777,68.057841
Juniperus_communis_var_communis,Juniperus,16.295996,68.087938
Juniperus_communis_var_communis,Juniperus,16.06508,58.31104
Juniperus_communis_var_communis,Juniperus,16.03461,58.63307
Juniperus_communis_var_communis,Juniperus,16.02175,58.33618
Juniperus_communis_var_communis,Juniperus,16.01694,58.657103
Juniperus_communis_var_communis,Juniperus,15.90438,58.8273
Juniperus_communis_var_communis,Juniperus,15.86666667,50.88333333
Juniperus_communis_var_communis,Juniperus,15.84771,58.702
Juniperus_communis_var_communis,Juniperus,15.805214,57.455435
Juniperus_communis_var_communis,Juniperus,15.7691,57.91242
Juniperus_communis_var_communis,Juniperus,15.666073,57.247934
Juniperus_communis_var_communis,Juniperus,15.633333,44.283333
Juniperus_communis_var_communis,Juniperus,15.579504,57.317848
Juniperus_communis_var_communis,Juniperus,15.35,50.81666667
Juniperus_communis_var_communis,Juniperus,15.26666667,56.21666667
Juniperus_communis_var_communis,Juniperus,15.23625,57.89707
Juniperus_communis_var_communis,Juniperus,15.13665,57.99712
Juniperus_communis_var_communis,Juniperus,15.13429,58.63433
Juniperus_communis_var_communis,Juniperus,15.047167,37.796833
Juniperus_communis_var_communis,Juniperus,15.01666667,55.15
Juniperus_communis_var_communis,Juniperus,14.96666667,46.78333333
Juniperus_communis_var_communis,Juniperus,14.96465,56.528017
Juniperus_communis_var_communis,Juniperus,14.95,51.45
Juniperus_communis_var_communis,Juniperus,14.93474,58.48447
Juniperus_communis_var_communis,Juniperus,14.9325,51.12945
Juniperus_communis_var_communis,Juniperus,14.803883,51.208883
Juniperus_communis_var_communis,Juniperus,14.784167,51.18055
Juniperus_communis_var_communis,Juniperus,14.78333333,48.78333333
Juniperus_communis_var_communis,Juniperus,14.777783,51.512217
Juniperus_communis_var_communis,Juniperus,14.71945,50.924167
Juniperus_communis_var_communis,Juniperus,14.65474,58.29899
Juniperus_communis_var_communis,Juniperus,14.61666667,51.36666667
Juniperus_communis_var_communis,Juniperus,14.580556,48.597222
Juniperus_communis_var_communis,Juniperus,14.522783,51.351667
Juniperus_communis_var_communis,Juniperus,14.45,52.18333333
Juniperus_communis_var_communis,Juniperus,14.277365,48.407141
Juniperus_communis_var_communis,Juniperus,14.26666667,57.51666667
Juniperus_communis_var_communis,Juniperus,14.265556,48.475
Juniperus_communis_var_communis,Juniperus,14.16764,55.52694
Juniperus_communis_var_communis,Juniperus,14.016667,37.833334
Juniperus_communis_var_communis,Juniperus,13.93333333,37.91666667
Juniperus_communis_var_communis,Juniperus,13.90784,47.170978
Juniperus_communis_var_communis,Juniperus,13.89447,56.22009
Juniperus_communis_var_communis,Juniperus,13.73342,63.07621
Juniperus_communis_var_communis,Juniperus,13.63513,59.59472
Juniperus_communis_var_communis,Juniperus,13.616667,45.15
Juniperus_communis_var_communis,Juniperus,13.61666667,42.33333333
Juniperus_communis_var_communis,Juniperus,13.55922,55.92355
Juniperus_communis_var_communis,Juniperus,13.54288,55.94898
Juniperus_communis_var_communis,Juniperus,13.3908,56.13516
Juniperus_communis_var_communis,Juniperus,13.05942,56.23473
Juniperus_communis_var_communis,Juniperus,13.05,55.383333
Juniperus_communis_var_communis,Juniperus,12.98333333,46.95
Juniperus_communis_var_communis,Juniperus,12.98333333,42.45
Juniperus_communis_var_communis,Juniperus,12.826944,48.043333
Juniperus_communis_var_communis,Juniperus,12.751111,47.604115
Juniperus_communis_var_communis,Juniperus,12.55,54.983334
Juniperus_communis_var_communis,Juniperus,12.51666667,50.03333333
Juniperus_communis_var_communis,Juniperus,12.3919,58.46969
Juniperus_communis_var_communis,Juniperus,12.38333333,46.75
Juniperus_communis_var_communis,Juniperus,12.35,58.71666667
Juniperus_communis_var_communis,Juniperus,12.31666667,50.43333333
Juniperus_communis_var_communis,Juniperus,12.06666667,56.03333333
Juniperus_communis_var_communis,Juniperus,11.98333333,49.03333333
Juniperus_communis_var_communis,Juniperus,11.45,47.38333333
Juniperus_communis_var_communis,Juniperus,11.15,47.56666667
Juniperus_communis_var_communis,Juniperus,11.11666667,45.78333333
Juniperus_communis_var_communis,Juniperus,11.03333333,46.76666667
Juniperus_communis_var_communis,Juniperus,10.85,59.16666667
Juniperus_communis_var_communis,Juniperus,10.78333333,56.53333333
Juniperus_communis_var_communis,Juniperus,10.75,48.28333333
Juniperus_communis_var_communis,Juniperus,10.55,56.21666667
Juniperus_communis_var_communis,Juniperus,10.33333333,48.15
Juniperus_communis_var_communis,Juniperus,9.616666667,49.81666667
Juniperus_communis_var_communis,Juniperus,9.133333333,41.86666667
Juniperus_communis_var_communis,Juniperus,8.983333333,55.16666667
Juniperus_communis_var_communis,Juniperus,8.716666667,50.95
Juniperus_communis_var_communis,Juniperus,8.483333333,56.76666667
Juniperus_communis_var_communis,Juniperus,7.45,58.03333333
Juniperus_communis_var_communis,Juniperus,7.183333333,51.73333333
Juniperus_communis_var_communis,Juniperus,7.083333333,52.26666667
Juniperus_communis_var_communis,Juniperus,7.05,62.75
Juniperus_communis_var_communis,Juniperus,7.033333333,52.33333333
Juniperus_communis_var_communis,Juniperus,6.916666667,58.06666667
Juniperus_communis_var_communis,Juniperus,6.666666667,51.98333333
Juniperus_communis_var_communis,Juniperus,6.666666667,50.21666667
Juniperus_communis_var_communis,Juniperus,6.616666667,47.06666667
Juniperus_communis_var_communis,Juniperus,6.533333333,52.55
Juniperus_communis_var_communis,Juniperus,6.533333,46.75
Juniperus_communis_var_communis,Juniperus,6.283333333,49.83333333
Juniperus_communis_var_communis,Juniperus,6.233333333,44.71666667
Juniperus_communis_var_communis,Juniperus,6.066666667,52.08333333
Juniperus_communis_var_communis,Juniperus,6.033333333,47.25
Juniperus_communis_var_communis,Juniperus,6.033333333,46.36666667
Juniperus_communis_var_communis,Juniperus,5.933333333,46.26666667
Juniperus_communis_var_communis,Juniperus,5.733333333,52.35
Juniperus_communis_var_communis,Juniperus,5.733333333,50.41666667
Juniperus_communis_var_communis,Juniperus,5.283333333,44.16666667
Juniperus_communis_var_communis,Juniperus,5.116666667,51.46666667
Juniperus_communis_var_communis,Juniperus,4.75,53.03333333
Juniperus_communis_var_communis,Juniperus,4.366666667,44.23333333
Juniperus_communis_var_communis,Juniperus,4.133333333,36.45
Juniperus_communis_var_communis,Juniperus,2.983333333,49.23333333
Juniperus_communis_var_communis,Juniperus,2.872506,42.869453
Juniperus_communis_var_communis,Juniperus,2.766666667,43.45
Juniperus_communis_var_communis,Juniperus,2.766666667,42.26666667
Juniperus_communis_var_communis,Juniperus,2.65,49.91666667
Juniperus_communis_var_communis,Juniperus,2.316666667,42.78333333
Juniperus_communis_var_communis,Juniperus,2.066666667,42.33333333
Juniperus_communis_var_communis,Juniperus,0.05,51.25
Juniperus_communis_var_communis,Juniperus,-0.95,51.65
Juniperus_communis_var_communis,Juniperus,-1.06241,40.09511
Juniperus_communis_var_communis,Juniperus,-2.083333,51.666667
Juniperus_communis_var_communis,Juniperus,-2.15,41.85
Juniperus_communis_var_communis,Juniperus,-2.833333333,51.66666667
Juniperus_communis_var_communis,Juniperus,-2.883333333,41.53333333
Juniperus_communis_var_communis,Juniperus,-3.01667,42.65
Juniperus_communis_var_communis,Juniperus,-3.216666667,43.38333333
Juniperus_communis_var_communis,Juniperus,-3.366666667,37.05
Juniperus_communis_var_communis,Juniperus,-3.408583,37.102833
Juniperus_communis_var_communis,Juniperus,-3.883333333,52.73333333
Juniperus_communis_var_communis,Juniperus,-4.96667,32.51667
Juniperus_communis_var_communis,Juniperus,-5.183333333,55.63333333
Juniperus_communis_var_communis,Juniperus,-6.033333333,43.15
Juniperus_communis_var_communis,Juniperus,-7.083333,54.833334
Juniperus_communis_var_communis,Juniperus,-7.616666667,40.31666667
Juniperus_communis_var_communis,Juniperus,-7.833333333,54.83333333
Juniperus_californica,Juniperus,-111.799858,34.639105
Juniperus_californica,Juniperus,-111.81722,26.05667
Juniperus_californica,Juniperus,-112.011944,25.328333
Juniperus_californica,Juniperus,-112.206562,34.539013
Juniperus_californica,Juniperus,-112.26012,34.535053
Juniperus_californica,Juniperus,-112.52894,34.579362
Juniperus_californica,Juniperus,-112.877406,34.817871
Juniperus_californica,Juniperus,-112.894032,34.084012
Juniperus_californica,Juniperus,-113.0833333,34.55
Juniperus_californica,Juniperus,-113.3006,34.3286
Juniperus_californica,Juniperus,-113.30544,34.46128
Juniperus_californica,Juniperus,-113.363,34.5831
Juniperus_californica,Juniperus,-113.46667,34.47472
Juniperus_californica,Juniperus,-113.57837,28.73879
Juniperus_californica,Juniperus,-113.621943,34.777764
Juniperus_californica,Juniperus,-113.641667,28.775
Juniperus_californica,Juniperus,-113.6693,34.4117
Juniperus_californica,Juniperus,-113.694,34.684
Juniperus_californica,Juniperus,-113.69423,28.84383
Juniperus_californica,Juniperus,-113.72361,34.46417
Juniperus_californica,Juniperus,-113.78864,34.58848
Juniperus_californica,Juniperus,-113.797,35.1699
Juniperus_californica,Juniperus,-113.834,34.6553
Juniperus_californica,Juniperus,-113.8704707,29.2936067
Juniperus_californica,Juniperus,-113.8983,35.0892
Juniperus_californica,Juniperus,-113.94694,34.72083
Juniperus_californica,Juniperus,-114.03105,29.30766
Juniperus_californica,Juniperus,-114.05889,34.81611
Juniperus_californica,Juniperus,-114.086667,29.369167
Juniperus_californica,Juniperus,-114.133,34.8667
Juniperus_californica,Juniperus,-114.155211,29.070126
Juniperus_californica,Juniperus,-114.171111,29.308889
Juniperus_californica,Juniperus,-114.272165,35.414521
Juniperus_californica,Juniperus,-114.278,35.1892
Juniperus_californica,Juniperus,-114.3245,35.1203
Juniperus_californica,Juniperus,-114.347668,35.035101
Juniperus_californica,Juniperus,-114.357,35.199
Juniperus_californica,Juniperus,-114.377,35.0982
Juniperus_californica,Juniperus,-114.4059,35.18963
Juniperus_californica,Juniperus,-114.46083,35.57528
Juniperus_californica,Juniperus,-114.461212,35.622636
Juniperus_californica,Juniperus,-114.5011,35.38056
Juniperus_californica,Juniperus,-114.50722,35.48611
Juniperus_californica,Juniperus,-114.508333,29.608333
Juniperus_californica,Juniperus,-114.60686,29.82907
Juniperus_californica,Juniperus,-114.625,29.73333
Juniperus_californica,Juniperus,-114.71931,35.26228
Juniperus_californica,Juniperus,-114.7317,35.1743
Juniperus_californica,Juniperus,-115.07917,33.98333
Juniperus_californica,Juniperus,-115.11667,30.375
Juniperus_californica,Juniperus,-115.129599,34.546886
Juniperus_californica,Juniperus,-115.136,30.46886
Juniperus_californica,Juniperus,-115.141667,30.141667
Juniperus_californica,Juniperus,-115.172,34.6238
Juniperus_californica,Juniperus,-115.18204,34.48505
Juniperus_californica,Juniperus,-115.213333,34.5573
Juniperus_californica,Juniperus,-115.21798,28.34987
Juniperus_californica,Juniperus,-115.22697,28.13729
Juniperus_californica,Juniperus,-115.233056,34.593611
Juniperus_californica,Juniperus,-115.235,34.63417
Juniperus_californica,Juniperus,-115.25,30.0833
Juniperus_californica,Juniperus,-115.25,28.283
Juniperus_californica,Juniperus,-115.274,35.26195
Juniperus_californica,Juniperus,-115.29192,31.31169
Juniperus_californica,Juniperus,-115.3014,34.518283
Juniperus_californica,Juniperus,-115.35457,30.17061
Juniperus_californica,Juniperus,-115.367558,35.109677
Juniperus_californica,Juniperus,-115.383009,35.214899
Juniperus_californica,Juniperus,-115.39558,30.07028
Juniperus_californica,Juniperus,-115.3957,34.0277
Juniperus_californica,Juniperus,-115.414194,30.131194
Juniperus_californica,Juniperus,-115.4594,31.3088
Juniperus_californica,Juniperus,-115.473,34.983
Juniperus_californica,Juniperus,-115.516667,31.358333
Juniperus_californica,Juniperus,-115.53333,30.76667
Juniperus_californica,Juniperus,-115.56094,30.17965
Juniperus_californica,Juniperus,-115.57343,31.36302
Juniperus_californica,Juniperus,-115.58333,30.96667
Juniperus_californica,Juniperus,-115.6053,30.2284
Juniperus_californica,Juniperus,-115.611667,35.517222
Juniperus_californica,Juniperus,-115.632823,34.809301
Juniperus_californica,Juniperus,-115.63333,31.63333
Juniperus_californica,Juniperus,-115.63333,30.51667
Juniperus_californica,Juniperus,-115.63548,31.10998
Juniperus_californica,Juniperus,-115.673035,34.16032
Juniperus_californica,Juniperus,-115.675,30.975
Juniperus_californica,Juniperus,-115.6892,30.19778
Juniperus_californica,Juniperus,-115.736927,30.073646
Juniperus_californica,Juniperus,-115.74444,31.42778
Juniperus_californica,Juniperus,-115.74646,30.9541
Juniperus_californica,Juniperus,-115.75,31.16666667
Juniperus_californica,Juniperus,-115.75,30.495833
Juniperus_californica,Juniperus,-115.76045,31.04033
Juniperus_californica,Juniperus,-115.7625,31.55111
Juniperus_californica,Juniperus,-115.783425,31.376278
Juniperus_californica,Juniperus,-115.789333,30.849056
Juniperus_californica,Juniperus,-115.791667,30.925
Juniperus_californica,Juniperus,-115.793611,31.59361
Juniperus_californica,Juniperus,-115.81667,31.66667
Juniperus_californica,Juniperus,-115.818398,33.756599
Juniperus_californica,Juniperus,-115.82528,31.54083
Juniperus_californica,Juniperus,-115.833,31.75
Juniperus_californica,Juniperus,-115.833,30.833
Juniperus_californica,Juniperus,-115.884944,31.698528
Juniperus_californica,Juniperus,-115.887778,30.951667
Juniperus_californica,Juniperus,-115.902441,33.87035
Juniperus_californica,Juniperus,-115.926582,31.60588
Juniperus_californica,Juniperus,-115.93048,33.92741
Juniperus_californica,Juniperus,-115.933333,31.683333
Juniperus_californica,Juniperus,-115.934333,32.370027
Juniperus_californica,Juniperus,-115.944999,32.459443
Juniperus_californica,Juniperus,-115.964111,32.206111
Juniperus_californica,Juniperus,-115.9867,32.8091
Juniperus_californica,Juniperus,-115.988889,31.69
Juniperus_californica,Juniperus,-115.991077,32.117624
Juniperus_carinata,Juniperus,99.013372,28.053005
Juniperus_carinata,Juniperus,100.713506,25.107658
Juniperus_cedrus,Juniperus,-16.91667,32.79167
Juniperus_cedrus,Juniperus,-16.96088,32.76204
Juniperus_cedrus,Juniperus,-16.966667,32.716667
Juniperus_cedrus,Juniperus,-16.905869,32.649324
Juniperus_cedrus,Juniperus,-16.239925,31.562553
Juniperus_cedrus,Juniperus,-17.83333333,28.71666667
Juniperus_cedrus,Juniperus,-17.91,28.6861
Juniperus_cedrus,Juniperus,-16.424072,28.377689
Juniperus_cedrus,Juniperus,-16.65,28.37
Juniperus_cedrus,Juniperus,-16.5453,28.3403
Juniperus_cedrus,Juniperus,-16.71666667,28.33333333
Juniperus_cedrus,Juniperus,-16.413333,28.317222
Juniperus_cedrus,Juniperus,-16.6295,28.23183
Juniperus_cedrus,Juniperus,-16.700556,28.228889
Juniperus_cedrus,Juniperus,-15.58,28.11
Juniperus_cedrus,Juniperus,-17.2158,28.1069
Juniperus_cedrus,Juniperus,-16.58,28.06
Juniperus_cedrus,Juniperus,-15.794796,27.974555
Juniperus_cedrus,Juniperus,-15.733333,27.95
Juniperus_cedrus,Juniperus,-15.58333333,27.95
Juniperus_cedrus,Juniperus,-15.55,27.91666667
Juniperus_chinensis_var_chinensis,Juniperus,141.0314,45.3574
Juniperus_chinensis_var_chinensis,Juniperus,143.033333,42.066667
Juniperus_chinensis_var_chinensis,Juniperus,140.9833333,41.43333333
Juniperus_chinensis_var_chinensis,Juniperus,109.25,40.75
Juniperus_chinensis_var_chinensis,Juniperus,125.166667,38.85
Juniperus_chinensis_var_chinensis,Juniperus,141.45,38.666667
Juniperus_chinensis_var_chinensis,Juniperus,106.0333333,38.66666667
Juniperus_chinensis_var_chinensis,Juniperus,141.1666667,38.33333333
Juniperus_chinensis_var_chinensis,Juniperus,125.75,38.166667
Juniperus_chinensis_var_chinensis,Juniperus,126.6666667,38.06666667
Juniperus_chinensis_var_chinensis,Juniperus,103.3666667,37.51666667
Juniperus_chinensis_var_chinensis,Juniperus,130.866667,37.483333
Juniperus_chinensis_var_chinensis,Juniperus,138.1833333,36.28333333
Juniperus_chinensis_var_chinensis,Juniperus,138.1833333,36.23333333
Juniperus_chinensis_var_chinensis,Juniperus,137.26607,36.05202
Juniperus_chinensis_var_chinensis,Juniperus,118.25,35.416667
Juniperus_chinensis_var_chinensis,Juniperus,127.733333,35.333333
Juniperus_chinensis_var_chinensis,Juniperus,135.466667,35.033333
Juniperus_chinensis_var_chinensis,Juniperus,134.716667,34.683333
Juniperus_chinensis_var_chinensis,Juniperus,134.52696,34.67951
Juniperus_chinensis_var_chinensis,Juniperus,138.9788,34.6654
Juniperus_chinensis_var_chinensis,Juniperus,134.433333,34.65
Juniperus_chinensis_var_chinensis,Juniperus,134.588333,34.638333
Juniperus_chinensis_var_chinensis,Juniperus,134.533333,34.633333
Juniperus_chinensis_var_chinensis,Juniperus,135.016667,34.583333
Juniperus_chinensis_var_chinensis,Juniperus,110.0666667,34.48333333
Juniperus_chinensis_var_chinensis,Juniperus,107.75,34.28333333
Juniperus_chinensis_var_chinensis,Juniperus,134.816667,34.15
Juniperus_chinensis_var_chinensis,Juniperus,111.05,34.05
Juniperus_chinensis_var_chinensis,Juniperus,103.4333333,34.01666667
Juniperus_chinensis_var_chinensis,Juniperus,103.55,33.98333333
Juniperus_chinensis_var_chinensis,Juniperus,133.483333,33.866667
Juniperus_chinensis_var_chinensis,Juniperus,134.0548,33.7848
Juniperus_chinensis_var_chinensis,Juniperus,133.9666667,33.75
Juniperus_chinensis_var_chinensis,Juniperus,132.49342,32.79835
Juniperus_chinensis_var_chinensis,Juniperus,131.3879,32.6961
Juniperus_chinensis_var_chinensis,Juniperus,110.7833333,32.06666667
Juniperus_chinensis_var_chinensis,Juniperus,114.8666667,31.61666667
Juniperus_chinensis_var_chinensis,Juniperus,101.6666667,30.01666667
Juniperus_chinensis_var_chinensis,Juniperus,117.5166667,29.83333333
Juniperus_chinensis_var_chinensis,Juniperus,121.416667,29.75
Juniperus_chinensis_var_chinensis,Juniperus,116.0166667,29.58333333
Juniperus_chinensis_var_chinensis,Juniperus,103.35,29.533333
Juniperus_chinensis_var_chinensis,Juniperus,103.0833333,29.36666667
Juniperus_chinensis_var_chinensis,Juniperus,107.25,29.16666667
Juniperus_chinensis_var_chinensis,Juniperus,107.2666667,29.11666667
Juniperus_chinensis_var_chinensis,Juniperus,129.4833333,28.36666667
Juniperus_chinensis_var_chinensis,Juniperus,120.516667,27.716667
Juniperus_chinensis_var_chinensis,Juniperus,112.8166667,27.23333333
Juniperus_chinensis_var_chinensis,Juniperus,110.8666667,26.43333333
Juniperus_chinensis_var_chinensis,Juniperus,119.45,26.116667
Juniperus_chinensis_var_chinensis,Juniperus,107.5166667,25.83333333
Juniperus_chinensis_var_sargentii,Juniperus,142.525709,49.93344
Juniperus_chinensis_var_sargentii,Juniperus,142.12315,48.359604
Juniperus_chinensis_var_sargentii,Juniperus,142.051667,47.396667
Juniperus_chinensis_var_sargentii,Juniperus,141.861389,46.423322
Juniperus_chinensis_var_sargentii,Juniperus,141.0333333,45.38333333
Juniperus_chinensis_var_sargentii,Juniperus,147.166407,44.814587
Juniperus_chinensis_var_sargentii,Juniperus,145.78103,44.056013
Juniperus_chinensis_var_sargentii,Juniperus,145.676158,44.022911
Juniperus_chinensis_var_sargentii,Juniperus,145.531537,43.919833
Juniperus_chinensis_var_sargentii,Juniperus,127.85,43.88333333
Juniperus_chinensis_var_sargentii,Juniperus,146.828519,43.866867
Juniperus_chinensis_var_sargentii,Juniperus,146.747485,43.828566
Juniperus_chinensis_var_sargentii,Juniperus,143.02581,42.1079
Juniperus_chinensis_var_sargentii,Juniperus,143.0333333,42.06666667
Juniperus_chinensis_var_sargentii,Juniperus,128.101444,41.989991
Juniperus_chinensis_var_sargentii,Juniperus,141.4465,41.4078
Juniperus_chinensis_var_sargentii,Juniperus,140.83401,41.39824
Juniperus_chinensis_var_sargentii,Juniperus,141.3333333,41.25
Juniperus_chinensis_var_sargentii,Juniperus,141.38701,41.08546
Juniperus_chinensis_var_sargentii,Juniperus,141.36357,40.97916
Juniperus_chinensis_var_sargentii,Juniperus,140.8747,40.9535
Juniperus_chinensis_var_sargentii,Juniperus,140.95663,40.9266
Juniperus_chinensis_var_sargentii,Juniperus,139.99477,40.67447
Juniperus_chinensis_var_sargentii,Juniperus,139.93459,40.65416
Juniperus_chinensis_var_sargentii,Juniperus,126.914475,40.349492
Juniperus_chinensis_var_sargentii,Juniperus,126.9592,40.249694
Juniperus_chinensis_var_sargentii,Juniperus,126.334944,40.019056
Juniperus_chinensis_var_sargentii,Juniperus,141.7333333,39.98333333
Juniperus_chinensis_var_sargentii,Juniperus,140.8798,39.881
Juniperus_chinensis_var_sargentii,Juniperus,141.79904,39.84372
Juniperus_chinensis_var_sargentii,Juniperus,141.67679,39.6041
Juniperus_chinensis_var_sargentii,Juniperus,141.4833333,39.56666667
Juniperus_chinensis_var_sargentii,Juniperus,141.33391,39.4483
Juniperus_chinensis_var_sargentii,Juniperus,141.23145,39.37525
Juniperus_chinensis_var_sargentii,Juniperus,141.13911,39.14408
Juniperus_chinensis_var_sargentii,Juniperus,141.08899,39.12223
Juniperus_chinensis_var_sargentii,Juniperus,140.0474,39.1025
Juniperus_chinensis_var_sargentii,Juniperus,140.9989,38.80474
Juniperus_chinensis_var_sargentii,Juniperus,128.102646,38.691271
Juniperus_chinensis_var_sargentii,Juniperus,140.3211,38.6903
Juniperus_chinensis_var_sargentii,Juniperus,128.128567,38.640724
Juniperus_chinensis_var_sargentii,Juniperus,140.0268,38.547
Juniperus_chinensis_var_sargentii,Juniperus,140.5923,38.4417
Juniperus_chinensis_var_sargentii,Juniperus,141.157032,38.336574
Juniperus_chinensis_var_sargentii,Juniperus,128.13921,38.324959
Juniperus_chinensis_var_sargentii,Juniperus,139.9222,38.2606
Juniperus_chinensis_var_sargentii,Juniperus,140.439444,38.143611
Juniperus_chinensis_var_sargentii,Juniperus,128.465197,38.11924
Juniperus_chinensis_var_sargentii,Juniperus,140.4788,38.0756
Juniperus_chinensis_var_sargentii,Juniperus,140.4713,38.0273
Juniperus_chinensis_var_sargentii,Juniperus,139.6065,37.9353
Juniperus_chinensis_var_sargentii,Juniperus,139.706936,37.859087
Juniperus_chinensis_var_sargentii,Juniperus,139.174722,36.903333
Juniperus_chinensis_var_sargentii,Juniperus,138.9726,36.8806
Juniperus_chinensis_var_sargentii,Juniperus,138.9333333,36.83333333
Juniperus_chinensis_var_sargentii,Juniperus,138.126944,36.813611
Juniperus_chinensis_var_sargentii,Juniperus,126.150197,36.802102
Juniperus_chinensis_var_sargentii,Juniperus,139.375833,36.797778
Juniperus_chinensis_var_sargentii,Juniperus,138.9666667,36.78333333
Juniperus_chinensis_var_sargentii,Juniperus,139.49403,36.76203
Juniperus_chinensis_var_sargentii,Juniperus,137.75,36.75
Juniperus_chinensis_var_sargentii,Juniperus,129.4752,36.71078
Juniperus_chinensis_var_sargentii,Juniperus,137.533333,36.633333
Juniperus_chinensis_var_sargentii,Juniperus,137.616667,36.55
Juniperus_chinensis_var_sargentii,Juniperus,138.1833333,36.23333333
Juniperus_chinensis_var_sargentii,Juniperus,138.1833333,35.81666667
Juniperus_chinensis_var_sargentii,Juniperus,138.15,35.53333333
