species,genus,lon,lat
Juniperus_communis_var_saxatilis,Juniperus,93.42962,51.789011
Juniperus_communis_var_saxatilis,Juniperus,93.40348,59.71092
Juniperus_communis_var_saxatilis,Juniperus,93.3941,66.876
Juniperus_communis_var_saxatilis,Juniperus,93.36426,52.83988
Juniperus_communis_var_saxatilis,Juniperus,93.27127,59.68776
Juniperus_communis_var_saxatilis,Juniperus,93.022973,52.871932
Juniperus_communis_var_saxatilis,Juniperus,92.823924,51.331982
Juniperus_communis_var_saxatilis,Juniperus,92.803487,50.942093
Juniperus_communis_var_saxatilis,Juniperus,92.61135,60.38817
Juniperus_communis_var_saxatilis,Juniperus,92.467638,51.782485
Juniperus_communis_var_saxatilis,Juniperus,92.054014,51.135323
Juniperus_communis_var_saxatilis,Juniperus,91.50395,67.20595
Juniperus_communis_var_saxatilis,Juniperus,91.37558,51.96512
Juniperus_communis_var_saxatilis,Juniperus,91.136233,46.612333
Juniperus_communis_var_saxatilis,Juniperus,91.126026,52.710238
Juniperus_communis_var_saxatilis,Juniperus,91.011681,52.542105
Juniperus_communis_var_saxatilis,Juniperus,90.784442,52.704801
Juniperus_communis_var_saxatilis,Juniperus,90.66666667,51.83333333
Juniperus_communis_var_saxatilis,Juniperus,90.41666667,46.61666667
Juniperus_communis_var_saxatilis,Juniperus,90.329641,50.707308
Juniperus_communis_var_saxatilis,Juniperus,90.325193,51.715096
Juniperus_communis_var_saxatilis,Juniperus,90.16666667,51.75
Juniperus_communis_var_saxatilis,Juniperus,90.116667,50.166667
Juniperus_communis_var_saxatilis,Juniperus,90.101647,50.442458
Juniperus_communis_var_saxatilis,Juniperus,89.916667,50.25
Juniperus_communis_var_saxatilis,Juniperus,89.833333,50.083333
Juniperus_communis_var_saxatilis,Juniperus,89.833333,50.166667
Juniperus_communis_var_saxatilis,Juniperus,89.831,51.7406
Juniperus_communis_var_saxatilis,Juniperus,89.706461,51.786746
Juniperus_communis_var_saxatilis,Juniperus,89.65,47.21666667
Juniperus_communis_var_saxatilis,Juniperus,89.562264,52.366926
Juniperus_communis_var_saxatilis,Juniperus,89.39577,62.39013
Juniperus_communis_var_saxatilis,Juniperus,89.333333,50.416667
Juniperus_communis_var_saxatilis,Juniperus,89.2743,62.39853
Juniperus_communis_var_saxatilis,Juniperus,89.272222,53.770278
Juniperus_communis_var_saxatilis,Juniperus,89.237738,48.194758
Juniperus_communis_var_saxatilis,Juniperus,89.161578,54.099767
Juniperus_communis_var_saxatilis,Juniperus,89.056015,53.799277
Juniperus_communis_var_saxatilis,Juniperus,88.883517,50.101167
Juniperus_communis_var_saxatilis,Juniperus,88.817619,48.105815
Juniperus_communis_var_saxatilis,Juniperus,88.433333,50.783333
Juniperus_communis_var_saxatilis,Juniperus,88.400775,54.70012
Juniperus_communis_var_saxatilis,Juniperus,88.370664,54.350722
Juniperus_communis_var_saxatilis,Juniperus,88.16666667,47.91666667
Juniperus_communis_var_saxatilis,Juniperus,88.15,49.434791
Juniperus_communis_var_saxatilis,Juniperus,88.11666667,47.86666667
Juniperus_communis_var_saxatilis,Juniperus,88.05,47.95
Juniperus_communis_var_saxatilis,Juniperus,87.963542,51.293485
Juniperus_communis_var_saxatilis,Juniperus,87.963056,53.009722
Juniperus_communis_var_saxatilis,Juniperus,87.864427,49.635209
Juniperus_communis_var_saxatilis,Juniperus,87.82202,68.08122
Juniperus_communis_var_saxatilis,Juniperus,87.76666667,47.93333333
Juniperus_communis_var_saxatilis,Juniperus,87.55909,64.12089
Juniperus_communis_var_saxatilis,Juniperus,87.333333,28.116667
Juniperus_communis_var_saxatilis,Juniperus,87.31666667,28.06666667
Juniperus_communis_var_saxatilis,Juniperus,87.133049,51.645823
Juniperus_communis_var_saxatilis,Juniperus,86.3782,51.4908
Juniperus_communis_var_saxatilis,Juniperus,86.33333333,49.25
Juniperus_communis_var_saxatilis,Juniperus,85.916667,49.933333
Juniperus_communis_var_saxatilis,Juniperus,85.016316,47.256596
Juniperus_communis_var_saxatilis,Juniperus,84.772272,50.924145
Juniperus_communis_var_saxatilis,Juniperus,84.46666667,28.08333333
Juniperus_communis_var_saxatilis,Juniperus,84.388314,50.822488
Juniperus_communis_var_saxatilis,Juniperus,84.1885,28.64821
Juniperus_communis_var_saxatilis,Juniperus,84.156833,28.608333
Juniperus_communis_var_saxatilis,Juniperus,84.098252,28.621762
Juniperus_communis_var_saxatilis,Juniperus,84.022138,28.664178
Juniperus_communis_var_saxatilis,Juniperus,83.780108,51.207744
Juniperus_communis_var_saxatilis,Juniperus,83.61666667,45.95
Juniperus_communis_var_saxatilis,Juniperus,83.47194,50.24611
Juniperus_communis_var_saxatilis,Juniperus,82.86666667,46.75
Juniperus_communis_var_saxatilis,Juniperus,82.41666667,45.41666667
Juniperus_communis_var_saxatilis,Juniperus,81.306338,45.804527
Juniperus_communis_var_saxatilis,Juniperus,81.06666667,44.46666667
Juniperus_communis_var_saxatilis,Juniperus,80.131874,44.519261
Juniperus_communis_var_saxatilis,Juniperus,79.05,42.58333333
Juniperus_communis_var_saxatilis,Juniperus,78.4815,67.4599
Juniperus_communis_var_saxatilis,Juniperus,78.033321,43.399182
Juniperus_communis_var_saxatilis,Juniperus,77.05,32.55
Juniperus_communis_var_saxatilis,Juniperus,76.982574,43.058384
Juniperus_communis_var_saxatilis,Juniperus,76.56666667,33.46666667
Juniperus_communis_var_saxatilis,Juniperus,76.41291,66.80814
Juniperus_communis_var_saxatilis,Juniperus,76.13333333,32.56666667
Juniperus_communis_var_saxatilis,Juniperus,75.83333333,32.66666667
Juniperus_communis_var_saxatilis,Juniperus,75.27013,67.88831
Juniperus_communis_var_saxatilis,Juniperus,75.1188,68.06467
Juniperus_communis_var_saxatilis,Juniperus,75.11666667,35.55
Juniperus_communis_var_saxatilis,Juniperus,74.86666667,35.35
Juniperus_communis_var_saxatilis,Juniperus,74.83333333,33.83333333
Juniperus_communis_var_saxatilis,Juniperus,74.78333333,35.36666667
Juniperus_communis_var_saxatilis,Juniperus,74.58333333,35.41666667
Juniperus_communis_var_saxatilis,Juniperus,74.48042,42.5466
Juniperus_communis_var_saxatilis,Juniperus,74.45,36.21666667
Juniperus_communis_var_saxatilis,Juniperus,74.31728,66.36041
Juniperus_communis_var_saxatilis,Juniperus,74.28333333,36.25
Juniperus_communis_var_saxatilis,Juniperus,74.28333333,36.45
Juniperus_communis_var_saxatilis,Juniperus,74.23333333,36.53333333
Juniperus_communis_var_saxatilis,Juniperus,74.16666667,36.16666667
Juniperus_communis_var_saxatilis,Juniperus,74.08333333,35.95
Juniperus_communis_var_saxatilis,Juniperus,74.02528,66.42479
Juniperus_communis_var_saxatilis,Juniperus,73.78333333,36.08333333
Juniperus_communis_var_saxatilis,Juniperus,73.66666667,42.66666667
Juniperus_communis_var_saxatilis,Juniperus,73.41666667,36.36666667
Juniperus_communis_var_saxatilis,Juniperus,72.96756,66.65238
Juniperus_communis_var_saxatilis,Juniperus,72.83333333,36.76666667
Juniperus_communis_var_saxatilis,Juniperus,72.03333333,35.83333333
Juniperus_communis_var_saxatilis,Juniperus,72.01666667,35.78333333
Juniperus_communis_var_saxatilis,Juniperus,72.01666667,36.16666667
Juniperus_communis_var_saxatilis,Juniperus,71.78333333,35.33333333
Juniperus_communis_var_saxatilis,Juniperus,71.63333333,35.88333333
Juniperus_communis_var_saxatilis,Juniperus,71.56666667,35.31666667
Juniperus_communis_var_saxatilis,Juniperus,71.45,35.35
Juniperus_communis_var_saxatilis,Juniperus,71.38333333,35.66666667
Juniperus_communis_var_saxatilis,Juniperus,71.32236,67.18767
Juniperus_communis_var_saxatilis,Juniperus,71.26666667,34.96666667
Juniperus_communis_var_saxatilis,Juniperus,70.76666667,34.88333333
Juniperus_communis_var_saxatilis,Juniperus,70.75747,39.03447
Juniperus_communis_var_saxatilis,Juniperus,70.36666667,34.83333333
Juniperus_communis_var_saxatilis,Juniperus,70.16666667,33.83333333
Juniperus_communis_var_saxatilis,Juniperus,69.96666667,34.06666667
Juniperus_communis_var_saxatilis,Juniperus,69.56666667,34.98333333
Juniperus_communis_var_saxatilis,Juniperus,69.53333333,53.53333333
Juniperus_communis_var_saxatilis,Juniperus,69.38333333,33.16666667
Juniperus_communis_var_saxatilis,Juniperus,67.82275,67.69525
Juniperus_communis_var_saxatilis,Juniperus,66.92453,67.63316
Juniperus_communis_var_saxatilis,Juniperus,66.336573,67.472669
Juniperus_communis_var_saxatilis,Juniperus,66.02251,66.51534
Juniperus_communis_var_saxatilis,Juniperus,65.510557,67.055898
Juniperus_communis_var_saxatilis,Juniperus,65.37747,67.06043
Juniperus_communis_var_saxatilis,Juniperus,64.094155,67.576303
Juniperus_communis_var_saxatilis,Juniperus,63.968635,67.510562
Juniperus_communis_var_saxatilis,Juniperus,63.535172,67.881687
Juniperus_communis_var_saxatilis,Juniperus,61.489332,65.220652
Juniperus_communis_var_saxatilis,Juniperus,60.860051,53.197696
Juniperus_communis_var_saxatilis,Juniperus,59.838334,55.313439
Juniperus_communis_var_saxatilis,Juniperus,59.74388,52.4921
Juniperus_communis_var_saxatilis,Juniperus,59.72263,64.13563
Juniperus_communis_var_saxatilis,Juniperus,59.538732,60.413174
Juniperus_communis_var_saxatilis,Juniperus,59.47994,64.01135
Juniperus_communis_var_saxatilis,Juniperus,59.326389,62.248611
Juniperus_communis_var_saxatilis,Juniperus,59.178835,54.956356
Juniperus_communis_var_saxatilis,Juniperus,59.130975,60.333902
Juniperus_communis_var_saxatilis,Juniperus,59.07592,59.53321
Juniperus_communis_var_saxatilis,Juniperus,59.06936,59.50135
Juniperus_communis_var_saxatilis,Juniperus,58.94153,62.276408
Juniperus_communis_var_saxatilis,Juniperus,58.891954,64.777124
Juniperus_communis_var_saxatilis,Juniperus,58.839408,64.84444
Juniperus_communis_var_saxatilis,Juniperus,58.773343,62.601876
Juniperus_communis_var_saxatilis,Juniperus,58.772867,63.083285
Juniperus_communis_var_saxatilis,Juniperus,58.751964,62.637399
Juniperus_communis_var_saxatilis,Juniperus,58.623184,67.342442
Juniperus_communis_var_saxatilis,Juniperus,58.615422,53.414867
Juniperus_communis_var_saxatilis,Juniperus,58.581243,59.139885
Juniperus_communis_var_saxatilis,Juniperus,58.543396,54.599119
Juniperus_communis_var_saxatilis,Juniperus,58.50005,59.167526
Juniperus_communis_var_saxatilis,Juniperus,58.449265,54.567581
Juniperus_communis_var_saxatilis,Juniperus,58.431268,52.555666
Juniperus_communis_var_saxatilis,Juniperus,58.357375,52.578264
Juniperus_communis_var_saxatilis,Juniperus,58.318861,54.127945
Juniperus_communis_var_saxatilis,Juniperus,58.313697,52.626368
Juniperus_communis_var_saxatilis,Juniperus,58.307947,54.501452
Juniperus_communis_var_saxatilis,Juniperus,58.102913,54.256401
Juniperus_communis_var_saxatilis,Juniperus,58.023268,54.372713
Juniperus_communis_var_saxatilis,Juniperus,57.406961,51.728938
Juniperus_communis_var_saxatilis,Juniperus,57.170123,52.472511
Juniperus_communis_var_saxatilis,Juniperus,57.062701,52.443549
Juniperus_communis_var_saxatilis,Juniperus,56.788349,54.148642
Juniperus_communis_var_saxatilis,Juniperus,56.705412,52.549641
Juniperus_communis_var_saxatilis,Juniperus,56.685826,52.134038
Juniperus_communis_var_saxatilis,Juniperus,56.672418,52.763141
Juniperus_communis_var_saxatilis,Juniperus,56.009122,53.093904
Juniperus_communis_var_saxatilis,Juniperus,54.1785,68.122773
Juniperus_communis_var_saxatilis,Juniperus,49.281406,40.947492
Juniperus_communis_var_saxatilis,Juniperus,49.197505,68.885693
Juniperus_communis_var_saxatilis,Juniperus,48.51666667,41.36666667
Juniperus_communis_var_saxatilis,Juniperus,48.415448,38.775395
Juniperus_communis_var_saxatilis,Juniperus,47.401156,40.771806
Juniperus_communis_var_saxatilis,Juniperus,46.962594,42.386158
Juniperus_communis_var_saxatilis,Juniperus,46.589924,39.71724
Juniperus_communis_var_saxatilis,Juniperus,46.56667,38.906438
Juniperus_communis_var_saxatilis,Juniperus,46.565527,39.649534
Juniperus_communis_var_saxatilis,Juniperus,46.46805,38.973917
Juniperus_communis_var_saxatilis,Juniperus,46.356446,42.105303
Juniperus_communis_var_saxatilis,Juniperus,46.261,39.0576
Juniperus_communis_var_saxatilis,Juniperus,46.213474,42.667543
Juniperus_communis_var_saxatilis,Juniperus,46.1538,38.9937
Juniperus_communis_var_saxatilis,Juniperus,45.88131,44.112733
Juniperus_communis_var_saxatilis,Juniperus,45.628023,40.349751
Juniperus_communis_var_saxatilis,Juniperus,45.621508,44.161663
Juniperus_communis_var_saxatilis,Juniperus,45.567975,39.698023
Juniperus_communis_var_saxatilis,Juniperus,45.143509,40.88328
Juniperus_communis_var_saxatilis,Juniperus,44.547328,66.670052
Juniperus_communis_var_saxatilis,Juniperus,44.347732,40.488314
Juniperus_communis_var_saxatilis,Juniperus,44.347654,67.071497
Juniperus_communis_var_saxatilis,Juniperus,44.299545,67.067324
Juniperus_communis_var_saxatilis,Juniperus,44.116749,66.148859
Juniperus_communis_var_saxatilis,Juniperus,43.936933,42.802668
Juniperus_communis_var_saxatilis,Juniperus,43.53944,68.596742
Juniperus_communis_var_saxatilis,Juniperus,43.509559,41.397147
Juniperus_communis_var_saxatilis,Juniperus,43.384047,41.843148
Juniperus_communis_var_saxatilis,Juniperus,43.045511,41.548588
Juniperus_communis_var_saxatilis,Juniperus,42.510567,41.632637
Juniperus_communis_var_saxatilis,Juniperus,42.347832,44.035776
Juniperus_communis_var_saxatilis,Juniperus,42.33333333,41.85
Juniperus_communis_var_saxatilis,Juniperus,42.239279,43.331129
Juniperus_communis_var_saxatilis,Juniperus,42.18333333,41.51666667
Juniperus_communis_var_saxatilis,Juniperus,42.098656,43.455549
Juniperus_communis_var_saxatilis,Juniperus,42.094964,43.391036
Juniperus_communis_var_saxatilis,Juniperus,41.896705,43.471234
Juniperus_communis_var_saxatilis,Juniperus,41.8384,43.11397
Juniperus_communis_var_saxatilis,Juniperus,41.833033,41.11699
Juniperus_communis_var_saxatilis,Juniperus,41.81666667,42.36666667
Juniperus_communis_var_saxatilis,Juniperus,41.371593,44.085242
Juniperus_communis_var_saxatilis,Juniperus,41.141111,40.901944
Juniperus_communis_var_saxatilis,Juniperus,41.125278,67.075556
Juniperus_communis_var_saxatilis,Juniperus,39.83333333,39.55
Juniperus_communis_var_saxatilis,Juniperus,39.71666667,39.61666667
Juniperus_communis_var_saxatilis,Juniperus,39.58333333,39.86666667
Juniperus_communis_var_saxatilis,Juniperus,38.10343,44.51994
Juniperus_communis_var_saxatilis,Juniperus,37.759706,66.165335
Juniperus_communis_var_saxatilis,Juniperus,37.759461,66.109431
Juniperus_communis_var_saxatilis,Juniperus,37.75,39.91666667
Juniperus_communis_var_saxatilis,Juniperus,37.7001,64.9602
Juniperus_communis_var_saxatilis,Juniperus,37.41666667,39.88333333
Juniperus_communis_var_saxatilis,Juniperus,37.334235,68.810286
Juniperus_communis_var_saxatilis,Juniperus,36.91666667,40.13333333
Juniperus_communis_var_saxatilis,Juniperus,35.710492,64.997144
Juniperus_communis_var_saxatilis,Juniperus,35.661729,65.042083
Juniperus_communis_var_saxatilis,Juniperus,35.149074,67.89711
Juniperus_communis_var_saxatilis,Juniperus,35.078889,69.201167
Juniperus_communis_var_saxatilis,Juniperus,34.716797,67.826873
Juniperus_communis_var_saxatilis,Juniperus,34.525875,66.585706
Juniperus_communis_var_saxatilis,Juniperus,34.28333333,44.73333333
Juniperus_communis_var_saxatilis,Juniperus,33.98333333,44.43333333
Juniperus_communis_var_saxatilis,Juniperus,33.829307,68.830809
Juniperus_communis_var_saxatilis,Juniperus,33.824963,67.681902
Juniperus_communis_var_saxatilis,Juniperus,33.813656,66.422377
Juniperus_communis_var_saxatilis,Juniperus,33.684,66.722
Juniperus_communis_var_saxatilis,Juniperus,33.668228,67.612056
Juniperus_communis_var_saxatilis,Juniperus,33.655403,67.725454
Juniperus_communis_var_saxatilis,Juniperus,33.651546,67.679476
Juniperus_communis_var_saxatilis,Juniperus,33.646428,66.771736
Juniperus_communis_var_saxatilis,Juniperus,33.645696,67.634654
Juniperus_communis_var_saxatilis,Juniperus,33.581448,69.191966
Juniperus_communis_var_saxatilis,Juniperus,33.56666667,41.08333333
Juniperus_communis_var_saxatilis,Juniperus,33.533333,67.683333
Juniperus_communis_var_saxatilis,Juniperus,33.40992,66.549051
Juniperus_communis_var_saxatilis,Juniperus,33.379371,69.193203
Juniperus_communis_var_saxatilis,Juniperus,33.365982,67.693025
Juniperus_communis_var_saxatilis,Juniperus,33.283738,66.608902
Juniperus_communis_var_saxatilis,Juniperus,33.26666667,67.85
Juniperus_communis_var_saxatilis,Juniperus,33.18836,68.89557
Juniperus_communis_var_saxatilis,Juniperus,33.103594,66.552508
Juniperus_communis_var_saxatilis,Juniperus,32.814611,67.729055
Juniperus_communis_var_saxatilis,Juniperus,32.808315,66.585164
Juniperus_communis_var_saxatilis,Juniperus,32.767112,67.151399
Juniperus_communis_var_saxatilis,Juniperus,32.76666667,40.66666667
Juniperus_communis_var_saxatilis,Juniperus,32.724255,67.176343
Juniperus_communis_var_saxatilis,Juniperus,32.654226,67.656772
Juniperus_communis_var_saxatilis,Juniperus,32.625721,66.970899
Juniperus_communis_var_saxatilis,Juniperus,32.61835,67.11029
Juniperus_communis_var_saxatilis,Juniperus,32.607508,66.989085
Juniperus_communis_var_saxatilis,Juniperus,32.41666667,67.15
Juniperus_communis_var_saxatilis,Juniperus,32.030357,66.708754
Juniperus_communis_var_saxatilis,Juniperus,31.782074,67.737037
Juniperus_communis_var_saxatilis,Juniperus,31.633302,69.820073
Juniperus_communis_var_saxatilis,Juniperus,31.209934,69.545268
Juniperus_communis_var_saxatilis,Juniperus,29.886365,69.241589
Juniperus_communis_var_saxatilis,Juniperus,29.25,39.08333333
Juniperus_communis_var_saxatilis,Juniperus,29.232387,66.89573
Juniperus_communis_var_saxatilis,Juniperus,29.16666667,40.08333333
Juniperus_communis_var_saxatilis,Juniperus,29.13333333,66.18333333
Juniperus_communis_var_saxatilis,Juniperus,29.01666667,70.11666667
Juniperus_communis_var_saxatilis,Juniperus,28.13333333,38.31666667
Juniperus_communis_var_saxatilis,Juniperus,27.25,69.95
Juniperus_communis_var_saxatilis,Juniperus,27.01666667,69.88333333
Juniperus_communis_var_saxatilis,Juniperus,26.72092,58.38487
Juniperus_communis_var_saxatilis,Juniperus,26.094531,49.357991
Juniperus_communis_var_saxatilis,Juniperus,25.93333333,46.98333333
Juniperus_communis_var_saxatilis,Juniperus,25.41666667,65.01666667
Juniperus_communis_var_saxatilis,Juniperus,25.36666667,66.26666667
Juniperus_communis_var_saxatilis,Juniperus,25.21666667,45.53333333
Juniperus_communis_var_saxatilis,Juniperus,24.95,47.76666667
Juniperus_communis_var_saxatilis,Juniperus,24.9125,67.653333
Juniperus_communis_var_saxatilis,Juniperus,24.500072,48.160263
Juniperus_communis_var_saxatilis,Juniperus,24.352511,48.152338
Juniperus_communis_var_saxatilis,Juniperus,24.250847,48.248977
Juniperus_communis_var_saxatilis,Juniperus,24.23333333,48.21666667
Juniperus_communis_var_saxatilis,Juniperus,24.1988,67.576717
Juniperus_communis_var_saxatilis,Juniperus,24.195734,48.283084
Juniperus_communis_var_saxatilis,Juniperus,24.116667,40.916667
Juniperus_communis_var_saxatilis,Juniperus,24.11666667,41.23333333
Juniperus_communis_var_saxatilis,Juniperus,24.11666667,67.96666667
Juniperus_communis_var_saxatilis,Juniperus,24.052934,41.844019
Juniperus_communis_var_saxatilis,Juniperus,23.800807,48.438062
Juniperus_communis_var_saxatilis,Juniperus,23.68333333,70.66666667
Juniperus_communis_var_saxatilis,Juniperus,23.669533,67.962767
Juniperus_communis_var_saxatilis,Juniperus,23.55,41.08333333
Juniperus_communis_var_saxatilis,Juniperus,23.48333333,63.36666667
Juniperus_communis_var_saxatilis,Juniperus,23.28333333,42.56666667
Juniperus_communis_var_saxatilis,Juniperus,23.24397,67.49658
Juniperus_communis_var_saxatilis,Juniperus,23.2372,42.5487
Juniperus_communis_var_saxatilis,Juniperus,23.071776,48.159374
Juniperus_communis_var_saxatilis,Juniperus,23.000972,48.829485
Juniperus_communis_var_saxatilis,Juniperus,22.91666667,69.93333333
Juniperus_communis_var_saxatilis,Juniperus,22.83333333,41.35
Juniperus_communis_var_saxatilis,Juniperus,22.808776,48.799462
Juniperus_communis_var_saxatilis,Juniperus,22.805647,48.69929
Juniperus_communis_var_saxatilis,Juniperus,22.637635,48.202536
Juniperus_communis_var_saxatilis,Juniperus,22.62149,38.53549
Juniperus_communis_var_saxatilis,Juniperus,22.61666667,67.31666667
Juniperus_communis_var_saxatilis,Juniperus,22.58333333,37.08333333
Juniperus_communis_var_saxatilis,Juniperus,22.49302,68.39434
Juniperus_communis_var_saxatilis,Juniperus,22.283333,38.833333
Juniperus_communis_var_saxatilis,Juniperus,22.266667,38.65
Juniperus_communis_var_saxatilis,Juniperus,22.25,38.566667
Juniperus_communis_var_saxatilis,Juniperus,21.933333,38.783333
Juniperus_communis_var_saxatilis,Juniperus,21.933333,40.633333
Juniperus_communis_var_saxatilis,Juniperus,21.833333,38.95
Juniperus_communis_var_saxatilis,Juniperus,21.633333,39.283333
Juniperus_communis_var_saxatilis,Juniperus,21.566667,39.316667
Juniperus_communis_var_saxatilis,Juniperus,21.416667,39.633333
Juniperus_communis_var_saxatilis,Juniperus,21.38333333,41.65
Juniperus_communis_var_saxatilis,Juniperus,21.383333,39.516667
Juniperus_communis_var_saxatilis,Juniperus,21.25,39.55
Juniperus_communis_var_saxatilis,Juniperus,21.183333,39.666667
Juniperus_communis_var_saxatilis,Juniperus,21.15,39.616667
Juniperus_communis_var_saxatilis,Juniperus,21.133333,39.666667
Juniperus_communis_var_saxatilis,Juniperus,20.93333333,40.08333333
Juniperus_communis_var_saxatilis,Juniperus,20.81666667,39.98333333
Juniperus_communis_var_saxatilis,Juniperus,20.76666667,40.11666667
Juniperus_communis_var_saxatilis,Juniperus,20.659404,67.1324
Juniperus_communis_var_saxatilis,Juniperus,20.566708,67.091265
Juniperus_communis_var_saxatilis,Juniperus,20.516667,48.466667
Juniperus_communis_var_saxatilis,Juniperus,20.333333,63.833333
Juniperus_communis_var_saxatilis,Juniperus,20.06666667,48.83333333
Juniperus_communis_var_saxatilis,Juniperus,19.53333333,42.36666667
Juniperus_communis_var_saxatilis,Juniperus,19.08333333,67.91666667
Juniperus_communis_var_saxatilis,Juniperus,18.955,69.648889
Juniperus_communis_var_saxatilis,Juniperus,18.81666667,42.38333333
Juniperus_communis_var_saxatilis,Juniperus,18.81058,68.32567
Juniperus_communis_var_saxatilis,Juniperus,18.806501,68.34999
Juniperus_communis_var_saxatilis,Juniperus,18.80588,59.25946
Juniperus_communis_var_saxatilis,Juniperus,18.73333333,43.28333333
Juniperus_communis_var_saxatilis,Juniperus,18.686988,68.40697
Juniperus_communis_var_saxatilis,Juniperus,18.68517,66.89429
Juniperus_communis_var_saxatilis,Juniperus,18.61618,68.42238
Juniperus_communis_var_saxatilis,Juniperus,18.49864,68.12582
Juniperus_communis_var_saxatilis,Juniperus,18.48333333,49.48333333
Juniperus_communis_var_saxatilis,Juniperus,18.46666667,68.38333333
Juniperus_communis_var_saxatilis,Juniperus,18.2628,57.39223
Juniperus_communis_var_saxatilis,Juniperus,18.26028,68.42878
Juniperus_communis_var_saxatilis,Juniperus,18.239,59.13244
Juniperus_communis_var_saxatilis,Juniperus,18.13611,66.34101
Juniperus_communis_var_saxatilis,Juniperus,18.10687,67.59532
Juniperus_communis_var_saxatilis,Juniperus,17.94471,66.11362
Juniperus_communis_var_saxatilis,Juniperus,17.8014,66.95695
Juniperus_communis_var_saxatilis,Juniperus,17.72642,66.94976
Juniperus_communis_var_saxatilis,Juniperus,17.24988,66.36267
Juniperus_communis_var_saxatilis,Juniperus,17.23333333,50.08333333
Juniperus_communis_var_saxatilis,Juniperus,17.0896,66.07283
Juniperus_communis_var_saxatilis,Juniperus,17.055,69.191667
Juniperus_communis_var_saxatilis,Juniperus,16.687618,66.59225
Juniperus_communis_var_saxatilis,Juniperus,16.648,56.86622
Juniperus_communis_var_saxatilis,Juniperus,16.49157,56.41124
Juniperus_communis_var_saxatilis,Juniperus,16.47013,56.3451
Juniperus_communis_var_saxatilis,Juniperus,16.385467,66.903633
Juniperus_communis_var_saxatilis,Juniperus,16.08155,67.132
Juniperus_communis_var_saxatilis,Juniperus,15.93333333,38.16666667
Juniperus_communis_var_saxatilis,Juniperus,15.89378,66.76048
Juniperus_communis_var_saxatilis,Juniperus,15.85,38.15
Juniperus_communis_var_saxatilis,Juniperus,15.56666667,50.91666667
Juniperus_communis_var_saxatilis,Juniperus,15.51666667,50.78333333
Juniperus_communis_var_saxatilis,Juniperus,15.35,50.81666667
Juniperus_communis_var_saxatilis,Juniperus,15.23525,65.86905
Juniperus_communis_var_saxatilis,Juniperus,14.405,67.28
Juniperus_communis_var_saxatilis,Juniperus,14.35,66.43333333
Juniperus_communis_var_saxatilis,Juniperus,14.257952,64.755073
Juniperus_communis_var_saxatilis,Juniperus,13.84666,62.4923
Juniperus_communis_var_saxatilis,Juniperus,13.82889,47.46056
Juniperus_communis_var_saxatilis,Juniperus,13.55,42.45
Juniperus_communis_var_saxatilis,Juniperus,13.53333333,62.28333333
Juniperus_communis_var_saxatilis,Juniperus,13.16666667,46.63333333
Juniperus_communis_var_saxatilis,Juniperus,13.11947,57.78259
Juniperus_communis_var_saxatilis,Juniperus,13.093683,63.4312
Juniperus_communis_var_saxatilis,Juniperus,13.0561,57.69352
Juniperus_communis_var_saxatilis,Juniperus,13.00556,46.9625
Juniperus_communis_var_saxatilis,Juniperus,12.88115,61.91778
Juniperus_communis_var_saxatilis,Juniperus,12.86666667,47.56666667
Juniperus_communis_var_saxatilis,Juniperus,12.73736,61.55704
Juniperus_communis_var_saxatilis,Juniperus,12.54533,63.41576
Juniperus_communis_var_saxatilis,Juniperus,12.43347,63.2606
Juniperus_communis_var_saxatilis,Juniperus,12.43333333,46.28333333
Juniperus_communis_var_saxatilis,Juniperus,12.35,63.21666667
Juniperus_communis_var_saxatilis,Juniperus,12.18041,62.56646
Juniperus_communis_var_saxatilis,Juniperus,12.097945,63.317144
Juniperus_communis_var_saxatilis,Juniperus,11.789167,46.619444
Juniperus_communis_var_saxatilis,Juniperus,11.78333333,46.55
Juniperus_communis_var_saxatilis,Juniperus,11.53333333,45.93333333
Juniperus_communis_var_saxatilis,Juniperus,11.51666667,47.11666667
Juniperus_communis_var_saxatilis,Juniperus,11.46666667,46.53333333
Juniperus_communis_var_saxatilis,Juniperus,11.41708,46.69734
Juniperus_communis_var_saxatilis,Juniperus,11.41666667,47.08333333
Juniperus_communis_var_saxatilis,Juniperus,11.36666667,47.61666667
Juniperus_communis_var_saxatilis,Juniperus,11.21666667,47.31666667
Juniperus_communis_var_saxatilis,Juniperus,10.95,46.066667
Juniperus_communis_var_saxatilis,Juniperus,10.85,46.96666667
Juniperus_communis_var_saxatilis,Juniperus,10.75352,59.91303
Juniperus_communis_var_saxatilis,Juniperus,10.749109,59.964714
Juniperus_communis_var_saxatilis,Juniperus,10.5069,62.09865
Juniperus_communis_var_saxatilis,Juniperus,10.057737,46.328046
Juniperus_communis_var_saxatilis,Juniperus,9.933333333,46.95
Juniperus_communis_var_saxatilis,Juniperus,9.933333333,47.81666667
Juniperus_communis_var_saxatilis,Juniperus,9.868056,61.455278
Juniperus_communis_var_saxatilis,Juniperus,9.75,55.96666667
Juniperus_communis_var_saxatilis,Juniperus,9.606095,62.306991
Juniperus_communis_var_saxatilis,Juniperus,9.51846,62.53672
Juniperus_communis_var_saxatilis,Juniperus,9.50978,61.270663
Juniperus_communis_var_saxatilis,Juniperus,9.383333333,45.95
